emp_no,first_name,last_name,birth_date,from_date,to_date,title
253586,Debatosh,Assaf,1963-07-09,1987-01-23,9999-01-01,Engineer
253598,Ulises,Pintelas,1956-11-19,1986-03-05,9999-01-01,Engineer
253611,Subhankar,Emmart,1962-05-09,1987-06-06,9999-01-01,Senior Engineer
253614,Billur,Bain,1961-12-28,1988-09-11,9999-01-01,Staff
253618,Subhankar,Bennis,1963-08-17,1985-08-16,9999-01-01,Senior Engineer
253641,Xiaobin,Strehl,1956-07-01,1987-03-23,9999-01-01,Engineer
253644,Lena,Braccini,1960-08-06,1985-09-13,9999-01-01,Senior Staff
253646,Fusako,Klassen,1956-08-06,1987-09-24,9999-01-01,Technique Leader
253662,Gilbert,Diderrich,1963-05-06,1987-05-27,9999-01-01,Staff
253663,Uzi,Weisert,1959-06-06,1988-04-02,9999-01-01,Senior Staff
253666,Amalendu,Zumaque,1961-02-23,1988-01-29,9999-01-01,Staff
253688,Uriel,Schusler,1961-04-27,1985-09-01,9999-01-01,Senior Engineer
253690,Shrikanth,Versino,1958-01-12,1988-01-25,9999-01-01,Technique Leader
253720,Debatosh,Dalphin,1959-03-06,1987-05-30,9999-01-01,Senior Staff
253724,Kwangsub,Vadhan,1957-01-21,1988-04-08,9999-01-01,Senior Staff
253725,Hironoby,Feinberg,1959-12-03,1986-04-16,9999-01-01,Engineer
253752,Fumitaka,Murillo,1964-10-14,1986-11-14,9999-01-01,Staff
253762,Janalee,Dayana,1956-10-27,1988-06-13,9999-01-01,Engineer
253768,Ulises,Bashian,1962-09-24,1987-07-10,9999-01-01,Senior Engineer
253773,Martien,Ranon,1963-04-17,1985-07-19,9999-01-01,Senior Staff
253781,Vasiliy,Pagter,1960-05-07,1985-10-17,9999-01-01,Senior Staff
253800,Gilbert,Heemskerk,1962-11-17,1986-10-09,9999-01-01,Senior Engineer
253809,Saeko,Feldmann,1961-02-15,1986-05-09,9999-01-01,Technique Leader
253816,Khalil,Naudin,1957-03-16,1988-09-20,9999-01-01,Staff
253817,Chirstian,Herath,1958-07-06,1987-03-31,9999-01-01,Senior Engineer
253825,Giordano,Stille,1956-12-12,1987-10-31,9999-01-01,Senior Engineer
253836,Dzung,Tasistro,1958-02-23,1987-03-26,9999-01-01,Staff
253842,Mitchel,Baalen,1958-11-25,1988-11-16,9999-01-01,Senior Staff
253864,Achilleas,Greenaway,1962-01-12,1988-01-08,9999-01-01,Engineer
253870,Bokyung,Uhrig,1963-02-13,1988-12-31,9999-01-01,Engineer
253886,Danai,Walstra,1959-11-11,1988-04-02,9999-01-01,Senior Engineer
253895,Shigehiro,Penz,1964-02-25,1988-04-02,9999-01-01,Staff
253898,Golgen,Jansen,1959-07-19,1988-01-17,9999-01-01,Senior Engineer
253924,Alain,Frolund,1964-05-05,1988-11-04,9999-01-01,Senior Engineer
253931,Gina,Mattern,1963-10-19,1986-09-17,9999-01-01,Senior Staff
253934,Niclas,Zambonelli,1956-10-01,1987-01-31,9999-01-01,Senior Engineer
253936,Leszek,Haraldson,1963-07-31,1986-03-18,9999-01-01,Senior Engineer
253939,Sanjai,Luders,1957-12-03,1987-04-15,9999-01-01,Senior Staff
253942,Boalin,Feldmann,1957-09-06,1987-07-16,9999-01-01,Staff
253953,Visit,Erol,1958-04-08,1986-07-01,9999-01-01,Senior Engineer
253966,Jungsoon,Pehl,1963-04-10,1985-04-22,9999-01-01,Assistant Engineer
253970,Filipp,Dulli,1957-08-05,1986-01-18,9999-01-01,Engineer
253991,Paris,Gien,1957-09-23,1985-04-11,9999-01-01,Engineer
254006,Irene,Yeung,1962-11-06,1985-08-27,9999-01-01,Staff
254012,Fumitake,Krohn,1961-01-28,1988-05-06,9999-01-01,Staff
254022,Noritoshi,Trachtenberg,1962-04-14,1985-09-13,9999-01-01,Senior Staff
254026,Utpal,Swiler,1964-01-27,1985-03-24,9999-01-01,Engineer
254034,Dekang,Ratnakar,1959-02-13,1986-11-27,9999-01-01,Senior Staff
254049,Sukumar,Delgrange,1960-06-28,1988-01-02,9999-01-01,Engineer
254073,Ekawit,Kandlur,1963-08-13,1987-05-21,9999-01-01,Staff
254080,Xuedong,Varley,1962-06-13,1985-03-23,9999-01-01,Staff
254098,Toshimitsu,Hoppenstand,1963-07-23,1987-08-24,9999-01-01,Staff
254100,Badri,Taubman,1960-01-26,1986-09-14,9999-01-01,Engineer
254116,Aiman,Egerstedt,1963-02-23,1987-03-31,9999-01-01,Senior Engineer
254119,Eran,Michaels,1963-09-03,1987-09-29,9999-01-01,Senior Staff
254126,Vitali,Walston,1963-03-21,1987-01-16,9999-01-01,Senior Staff
254134,Matt,Range,1964-02-29,1987-11-07,9999-01-01,Senior Engineer
254143,Shen,Garigliano,1963-11-02,1986-08-14,9999-01-01,Staff
254147,Gererd,Cardazo,1958-02-24,1987-11-23,9999-01-01,Engineer
254152,Sailaja,Gurbaxani,1964-11-28,1987-12-18,9999-01-01,Senior Engineer
254165,Moni,Gadepally,1959-08-01,1985-05-08,9999-01-01,Technique Leader
254170,Suvo,Kakkar,1959-04-21,1988-10-24,9999-01-01,Staff
254186,Subhankar,Syang,1962-04-03,1986-12-26,9999-01-01,Senior Staff
254187,Anyuan,Bharadwaj,1957-05-06,1988-03-04,9999-01-01,Senior Staff
254191,Roselyn,Cannard,1961-09-06,1988-01-14,9999-01-01,Staff
254194,Indrajit,Giveon,1961-06-21,1988-06-25,9999-01-01,Senior Staff
254204,Goo,Reinhart,1959-08-23,1987-05-17,9999-01-01,Staff
254210,Radhika,Orlowska,1962-06-14,1986-07-06,9999-01-01,Engineer
254232,Quingbo,Roison,1957-11-29,1985-11-25,9999-01-01,Senior Engineer
254235,Nathan,Ghandeharizadeh,1957-08-03,1987-07-01,9999-01-01,Engineer
254244,Yolla,Tramer,1963-05-29,1988-09-13,9999-01-01,Technique Leader
254253,Khatoun,Chartres,1962-08-21,1988-09-02,9999-01-01,Staff
254260,Kristof,Dehkordi,1962-09-10,1987-10-25,9999-01-01,Senior Engineer
254274,Saddek,Spataro,1956-01-29,1985-05-03,9999-01-01,Senior Engineer
254275,Flemming,Ermel,1964-12-19,1987-09-05,9999-01-01,Staff
254311,Jaques,Turnbull,1959-07-19,1986-12-06,9999-01-01,Senior Staff
254316,Tomofumi,Silva,1961-12-03,1988-02-11,9999-01-01,Staff
254317,Toshiko,Gniady,1964-11-14,1987-01-03,9999-01-01,Senior Engineer
254328,Georgy,Godskesen,1962-10-30,1985-05-01,9999-01-01,Senior Staff
254336,Adin,Danlos,1960-01-16,1985-07-26,9999-01-01,Senior Staff
254339,Stella,Brendel,1959-12-14,1987-02-07,9999-01-01,Senior Staff
254348,Uriel,Capobianchi,1963-12-29,1987-12-04,9999-01-01,Senior Staff
254351,Thodoros,Michaels,1960-08-29,1985-05-26,9999-01-01,Senior Engineer
254352,Adil,Rohrbach,1959-03-14,1985-09-30,9999-01-01,Senior Engineer
254356,Weiwu,Shackel,1957-08-21,1988-05-06,9999-01-01,Senior Staff
254357,Jahangir,Marchegay,1960-02-20,1987-10-18,9999-01-01,Staff
254372,Halsur,Carrera,1959-08-26,1985-02-25,9999-01-01,Staff
254375,Apostol,Kamble,1963-10-04,1986-03-16,9999-01-01,Senior Engineer
254377,Mohamadou,Lanteri,1963-11-16,1988-01-04,9999-01-01,Senior Engineer
254379,Gurbir,Byoun,1961-08-05,1985-02-09,9999-01-01,Senior Engineer
254383,Hausi,Hutton,1963-10-30,1985-04-23,9999-01-01,Senior Staff
254385,Lalit,Spieker,1960-01-05,1988-06-21,9999-01-01,Senior Staff
254387,Peer,Camurati,1962-11-29,1986-06-28,9999-01-01,Senior Engineer
254419,Hideyuki,Bratsberg,1960-08-05,1985-11-09,9999-01-01,Assistant Engineer
254439,Gou,Rosay,1957-08-14,1987-03-21,9999-01-01,Engineer
254445,Leaf,Impagliazzo,1962-07-18,1986-04-15,9999-01-01,Staff
254462,Indrajit,Carrere,1963-01-12,1986-03-26,9999-01-01,Staff
254466,Honesty,Mukaidono,1963-05-27,1986-08-08,9999-01-01,Senior Staff
254471,Takanari,Schurmann,1961-03-14,1985-06-24,9999-01-01,Senior Engineer
254473,Hilari,McClurg,1956-10-04,1986-10-02,9999-01-01,Senior Staff
254481,Kwok,Schaap,1959-10-10,1988-10-12,9999-01-01,Senior Staff
254484,Georg,Skrikant,1956-09-14,1987-09-21,9999-01-01,Senior Staff
254491,Ziya,Nations,1960-05-08,1988-02-14,9999-01-01,Senior Engineer
254492,Tetsurou,Beutelspacher,1956-04-18,1988-10-13,9999-01-01,Senior Staff
254503,Babette,Decaestecker,1960-02-28,1986-10-17,9999-01-01,Engineer
254521,Pranav,Frezza,1959-05-22,1985-07-10,9999-01-01,Engineer
254522,Greger,Baer,1961-09-10,1986-11-27,9999-01-01,Senior Engineer
254523,Vasilis,Flasterstein,1962-04-07,1987-01-19,9999-01-01,Staff
254542,Toshimo,Shokrollahi,1961-11-03,1988-03-27,9999-01-01,Engineer
254545,Eckart,Ghemri,1963-07-11,1985-06-04,9999-01-01,Staff
254558,Piyush,Binding,1961-01-31,1988-02-12,9999-01-01,Staff
254562,Bedrich,Alameldin,1960-01-27,1986-10-19,9999-01-01,Senior Engineer
254568,Fusako,Birrer,1956-04-02,1988-08-04,9999-01-01,Senior Engineer
254580,Christ,Wissmann,1960-02-17,1986-01-19,9999-01-01,Engineer
254582,Takahira,Scharstein,1961-11-17,1986-02-28,9999-01-01,Engineer
254594,Jiakeng,Takanami,1964-08-06,1988-12-31,9999-01-01,Senior Staff
254599,Michaela,Osgood,1959-08-19,1986-10-14,9999-01-01,Senior Staff
254600,Vidar,Kobara,1957-02-01,1987-10-06,9999-01-01,Engineer
254604,Shigehito,Takkinen,1962-11-25,1986-05-15,9999-01-01,Senior Engineer
254607,Tayeb,Smailagic,1959-10-11,1986-11-24,9999-01-01,Senior Staff
254617,Danel,Hmelo,1964-03-06,1987-02-13,9999-01-01,Engineer
254620,Khun,Vuskovic,1963-11-08,1985-02-24,9999-01-01,Technique Leader
254631,Gen,Lorch,1963-02-22,1985-09-15,9999-01-01,Technique Leader
254640,Ronnie,Godskesen,1957-09-28,1986-06-06,9999-01-01,Staff
254649,Duke,Lambe,1957-11-21,1988-01-09,9999-01-01,Staff
254656,Miyeon,Plumb,1956-08-20,1987-05-12,9999-01-01,Engineer
254660,Roddy,Kushnir,1961-09-10,1988-07-10,9999-01-01,Staff
254666,Shakhar,Siochi,1960-05-10,1988-02-22,9999-01-01,Staff
254668,Cullen,Perelgut,1957-12-25,1986-07-02,9999-01-01,Staff
254671,Eberhardt,Bouloucos,1959-10-03,1986-09-10,9999-01-01,Senior Staff
254676,Anyuan,Silva,1956-09-26,1986-08-27,9999-01-01,Senior Engineer
254689,Soenke,Stranks,1961-09-28,1986-07-08,9999-01-01,Staff
254693,Filipp,Zlotek,1962-12-06,1986-01-12,9999-01-01,Staff
254704,Rafail,Leaver,1963-11-22,1986-02-02,9999-01-01,Technique Leader
254718,Bernd,Ladret,1962-05-01,1987-08-26,9999-01-01,Senior Staff
254735,Hidde,Murtha,1959-04-30,1987-10-18,9999-01-01,Senior Engineer
254736,Masami,Matheson,1959-06-29,1987-11-10,9999-01-01,Technique Leader
254744,Lubomir,Zhiwei,1962-05-19,1986-11-05,9999-01-01,Senior Staff
254752,Jungsoon,Lubachevsky,1956-03-13,1987-05-25,9999-01-01,Senior Engineer
254754,Sanjay,Birke,1962-08-30,1985-12-04,9999-01-01,Staff
254760,Kirk,Poujol,1957-11-29,1987-11-22,9999-01-01,Engineer
254786,Hauke,Heusch,1962-01-28,1988-12-11,9999-01-01,Senior Engineer
254794,Woody,Ghalwash,1964-12-25,1986-01-11,9999-01-01,Engineer
254801,Sachar,Rosis,1956-12-21,1986-12-07,9999-01-01,Staff
254810,Feipei,Rotem,1963-12-25,1988-01-11,9999-01-01,Staff
254812,Ortrud,Vrecion,1956-04-15,1985-05-30,9999-01-01,Technique Leader
254818,Sverrir,Hedayat,1958-09-27,1988-12-23,9999-01-01,Senior Staff
254820,Jongsuk,Reistad,1961-03-03,1988-08-27,9999-01-01,Engineer
254827,Tomokazu,Flanders,1956-08-20,1987-08-20,9999-01-01,Senior Engineer
254828,Baocai,Grospietsch,1956-06-01,1985-03-05,9999-01-01,Senior Staff
254835,Bernardo,Bodoff,1957-03-28,1986-04-27,9999-01-01,Senior Engineer
254842,Jacopo,Nourani,1960-01-10,1985-06-06,9999-01-01,Senior Engineer
254859,Brigham,Porotnikoff,1962-02-04,1986-09-29,9999-01-01,Technique Leader
254896,Sasan,Schaad,1964-10-07,1986-01-06,9999-01-01,Senior Engineer
254900,Shuky,Straney,1959-06-04,1985-08-27,9999-01-01,Staff
254928,Badri,Salinas,1958-01-23,1985-03-11,9999-01-01,Staff
254940,Marek,Vernadat,1959-06-16,1988-03-04,9999-01-01,Senior Staff
254952,Vishwani,Deville,1956-01-04,1987-09-09,9999-01-01,Engineer
254969,Chaosheng,Dulay,1958-04-07,1988-09-19,9999-01-01,Engineer
254974,Kazuhisa,Gyimothy,1958-09-08,1987-09-15,9999-01-01,Technique Leader
254975,Nikolaus,Nitta,1959-06-19,1987-12-20,9999-01-01,Staff
254976,Marek,Maksimenko,1957-02-03,1985-05-05,9999-01-01,Technique Leader
254980,Zhanqiu,Reeker,1961-02-08,1988-06-03,9999-01-01,Senior Staff
254988,Mahendra,Champarnaud,1964-02-22,1986-02-02,9999-01-01,Senior Staff
254991,Bingning,Stanger,1962-08-24,1987-06-23,9999-01-01,Engineer
254998,Erzsebet,Yurov,1962-07-03,1986-07-22,9999-01-01,Senior Engineer
255000,Jamaludin,Chartres,1962-04-29,1988-06-04,9999-01-01,Senior Staff
255001,Akhilish,Panangaden,1957-03-07,1987-07-24,9999-01-01,Engineer
255022,Divier,Barriga,1962-11-08,1985-10-22,9999-01-01,Senior Staff
255029,Ung,Strooper,1957-08-27,1987-11-06,9999-01-01,Staff
255038,Ronghao,Azulay,1956-05-30,1986-01-29,9999-01-01,Senior Engineer
255039,Chuanti,Leaver,1964-02-23,1988-08-08,9999-01-01,Staff
255042,Torsten,Schaar,1962-12-08,1987-04-14,9999-01-01,Senior Engineer
255047,Zita,Snyers,1956-12-22,1988-07-11,9999-01-01,Senior Engineer
255054,Paraskevi,Szemeredi,1964-12-06,1988-12-05,9999-01-01,Staff
255064,Fumino,Heydon,1962-10-10,1988-04-01,9999-01-01,Engineer
255066,Tuval,Coombs,1959-03-01,1987-03-30,9999-01-01,Senior Engineer
255067,Takushi,Basagni,1960-02-17,1988-04-01,9999-01-01,Assistant Engineer
255073,Sigeru,Delaune,1960-11-03,1986-12-19,9999-01-01,Senior Staff
255076,Along,Horswill,1956-04-02,1985-07-24,9999-01-01,Senior Staff
255077,Torsten,Ginesta,1963-05-27,1988-06-05,9999-01-01,Staff
255084,Basant,Yurov,1958-08-16,1985-08-08,9999-01-01,Senior Engineer
255104,Perry,Decleir,1960-08-09,1988-07-08,9999-01-01,Staff
255107,Tomokazu,Furudate,1963-12-10,1987-04-27,9999-01-01,Staff
255112,Lubomir,Restivo,1964-04-03,1986-02-14,9999-01-01,Engineer
255121,Kensei,Rodier,1964-09-29,1987-09-28,9999-01-01,Senior Engineer
255127,Leen,Ghalwash,1959-07-24,1987-01-04,9999-01-01,Engineer
255137,Alagu,Rajala,1963-06-04,1987-05-17,9999-01-01,Senior Engineer
255140,Howell,Birta,1959-09-01,1987-05-30,9999-01-01,Senior Engineer
255147,Tesuro,Erbe,1957-04-12,1988-07-19,9999-01-01,Staff
255155,Premsyl,Rindone,1960-07-07,1986-08-11,9999-01-01,Engineer
255159,Elzbieta,Hiyoshi,1962-03-25,1986-12-08,9999-01-01,Senior Engineer
255176,Lijia,Standera,1959-09-12,1985-02-23,9999-01-01,Senior Engineer
255192,Eirik,Toyoshima,1962-10-18,1987-09-15,9999-01-01,Technique Leader
255194,Heejo,Diderrich,1963-12-20,1985-11-20,9999-01-01,Staff
255202,Willard,Setlzner,1961-01-21,1988-02-06,9999-01-01,Engineer
255222,Taisook,Braunmuhl,1956-09-26,1987-07-23,9999-01-01,Senior Staff
255224,Feiyu,Melter,1963-04-10,1986-06-16,9999-01-01,Engineer
255229,Rasikan,Benaini,1963-07-10,1988-12-14,9999-01-01,Staff
255257,Somnath,Bernatsky,1961-12-31,1986-10-24,9999-01-01,Senior Staff
255263,Chuanyi,Beutelspacher,1962-07-10,1988-01-16,9999-01-01,Engineer
255275,Frederique,Stille,1962-09-08,1986-02-03,9999-01-01,Staff
255286,Jasminko,Rosaz,1961-01-27,1985-02-12,9999-01-01,Staff
255302,Zdislav,Taubenfeld,1959-03-06,1987-05-16,9999-01-01,Senior Staff
255304,Giap,Varman,1959-03-27,1986-11-08,9999-01-01,Senior Staff
255319,Krassimir,Parascandalo,1959-10-26,1987-02-12,9999-01-01,Senior Staff
255324,Alejandra,Ciolek,1960-12-26,1988-06-30,9999-01-01,Engineer
255334,Naraig,Solares,1960-10-28,1988-12-13,9999-01-01,Senior Staff
255362,Babette,Shackell,1964-12-12,1987-11-21,9999-01-01,Senior Engineer
255381,Brewster,Vieth,1959-07-19,1988-12-28,9999-01-01,Senior Engineer
255384,Reinhold,Brlek,1957-11-04,1985-12-27,9999-01-01,Senior Engineer
255385,Charlene,Siprelle,1957-03-08,1987-06-13,9999-01-01,Engineer
255408,Ziyad,Schmiedel,1963-08-17,1988-12-13,9999-01-01,Senior Engineer
255411,Mari,Leonhardt,1958-03-29,1988-06-29,9999-01-01,Senior Staff
255429,Dines,Veeraraghavan,1956-06-15,1987-06-06,9999-01-01,Engineer
255459,Mokhtar,Szmurlo,1962-02-10,1985-03-26,9999-01-01,Senior Engineer
255465,Mohammad,Bahi,1964-02-15,1987-10-18,9999-01-01,Senior Engineer
255466,Huan,Roccetti,1965-01-18,1985-07-03,9999-01-01,Senior Engineer
255489,Kenroku,Beausoleil,1957-06-13,1987-01-20,9999-01-01,Staff
255491,Aamod,Jonsson,1960-12-29,1985-05-11,9999-01-01,Senior Engineer
255493,Karsten,Siepmann,1962-01-31,1986-09-03,9999-01-01,Senior Engineer
255495,Suzette,Engelmann,1959-04-22,1985-12-27,9999-01-01,Staff
255501,Aiman,Uhrig,1956-02-12,1988-12-16,9999-01-01,Senior Staff
255504,Sergi,Limongiello,1959-04-08,1985-05-19,9999-01-01,Engineer
255505,Filipe,Benzmuller,1960-01-25,1986-06-22,9999-01-01,Senior Engineer
255512,Vishv,Ranta,1960-04-08,1987-10-13,9999-01-01,Staff
255521,Xinyu,Schusler,1961-06-28,1985-02-11,9999-01-01,Engineer
255525,Yuguang,Soicher,1960-04-14,1985-06-06,9999-01-01,Engineer
255529,Anneli,Murillo,1961-02-11,1988-03-01,9999-01-01,Staff
255533,Fumitake,Picco,1956-04-03,1986-03-04,9999-01-01,Staff
255552,Sreekrishna,Rodite,1962-02-14,1987-05-03,9999-01-01,Senior Engineer
255554,Kristin,Luck,1956-11-12,1988-05-22,9999-01-01,Technique Leader
255569,Kerhong,McClurg,1957-05-05,1988-10-19,9999-01-01,Senior Staff
255571,Shuho,Cools,1957-02-14,1988-05-03,9999-01-01,Staff
255574,Clyde,Stranks,1956-11-21,1985-06-04,9999-01-01,Technique Leader
255593,Leah,Hanabata,1962-07-25,1987-03-05,9999-01-01,Engineer
255595,Lalit,Blokdijk,1964-09-19,1988-06-11,9999-01-01,Engineer
255601,Alper,Schauser,1958-10-13,1986-04-11,9999-01-01,Engineer
255607,Emran,Luft,1957-12-30,1985-03-29,9999-01-01,Senior Engineer
255609,Adam,Fabrizio,1960-06-16,1987-07-25,9999-01-01,Senior Staff
255613,Gadiel,Businaro,1956-10-23,1988-01-06,9999-01-01,Technique Leader
255614,Jianhua,Butterworth,1959-05-30,1988-09-19,9999-01-01,Engineer
255616,Uzi,Rothe,1962-09-20,1988-05-25,9999-01-01,Engineer
255617,Breannda,Braccini,1960-03-17,1986-08-27,9999-01-01,Senior Staff
255632,Yongqiao,Leaver,1962-08-03,1986-02-12,9999-01-01,Technique Leader
255656,Shounak,Rosti,1964-01-16,1985-06-07,9999-01-01,Engineer
255657,Oldrich,Cyre,1965-01-20,1985-02-10,9999-01-01,Engineer
255659,Nobuyoshi,Geffroy,1961-03-15,1986-03-18,9999-01-01,Engineer
255677,Teruyuki,Malinowski,1957-09-28,1985-09-27,9999-01-01,Senior Staff
255678,Aleksandar,Cairo,1960-08-18,1988-12-25,9999-01-01,Staff
255688,Beshir,Basagni,1964-04-20,1985-10-04,9999-01-01,Senior Engineer
255690,Ranga,Jansen,1959-04-17,1986-03-27,9999-01-01,Senior Engineer
255704,Augustine,Brookner,1960-05-31,1987-06-21,9999-01-01,Senior Engineer
255723,Marc,Emden,1958-06-22,1986-01-30,9999-01-01,Engineer
255726,Oscar,Miyakawa,1956-01-24,1988-06-11,9999-01-01,Technique Leader
255737,Ibibia,Marletta,1960-06-29,1987-12-07,9999-01-01,Technique Leader
255744,Mayuri,Muntz,1963-02-04,1987-09-20,9999-01-01,Staff
255745,Uriel,Rosca,1958-09-20,1987-11-08,9999-01-01,Technique Leader
255765,Khue,Perna,1956-03-22,1985-12-28,9999-01-01,Senior Engineer
255775,Bangqing,Sudbeck,1960-10-21,1987-02-02,9999-01-01,Senior Staff
255782,Subhada,Cangellaris,1961-03-04,1985-05-09,9999-01-01,Staff
255783,Mara,Scallan,1960-11-26,1986-09-30,9999-01-01,Engineer
255787,Herb,Molenkamp,1958-05-11,1987-04-14,9999-01-01,Senior Engineer
255788,Berna,Keustermans,1956-12-05,1987-06-11,9999-01-01,Engineer
255789,Ulises,Deville,1960-05-27,1987-08-08,9999-01-01,Senior Staff
255805,Kazuhiro,Bernini,1961-06-15,1987-04-10,9999-01-01,Senior Engineer
255809,Zengping,Nourani,1963-01-11,1987-06-04,9999-01-01,Staff
255816,Ishfaq,Zlotek,1964-11-28,1987-02-07,9999-01-01,Senior Engineer
255817,Henk,VanScheik,1962-10-10,1986-04-25,9999-01-01,Engineer
255827,Sasan,Farrel,1961-08-30,1986-05-22,9999-01-01,Engineer
255833,Mart,Shackell,1962-04-13,1987-01-31,9999-01-01,Senior Engineer
255843,Jackson,Templeman,1957-10-10,1986-04-03,9999-01-01,Senior Engineer
255845,Kamakshi,Cronau,1956-06-19,1986-04-24,9999-01-01,Senior Staff
255861,Kwan,Bellone,1960-08-15,1986-03-25,9999-01-01,Senior Engineer
255866,Gilbert,Redmiles,1962-05-21,1986-08-29,9999-01-01,Assistant Engineer
255868,Gro,Haraldson,1963-07-16,1987-03-24,9999-01-01,Senior Engineer
255889,Woody,Zultner,1956-03-25,1986-07-19,9999-01-01,Senior Staff
255901,Rafols,Bonifati,1957-05-08,1987-05-15,9999-01-01,Senior Staff
255909,Sergi,Driscoll,1962-01-26,1988-11-06,9999-01-01,Technique Leader
255918,Toshimitsu,Lamparter,1963-02-12,1988-11-26,9999-01-01,Senior Engineer
255919,Rosalyn,Lunn,1963-01-11,1985-12-24,9999-01-01,Engineer
255926,Gio,Trogemann,1958-09-23,1986-05-26,9999-01-01,Engineer
255940,Kamakshi,Matzov,1963-02-08,1985-05-27,9999-01-01,Senior Staff
255946,Stein,Kuhnemann,1959-09-15,1985-05-19,9999-01-01,Senior Engineer
255948,Jingling,Barreiro,1962-01-30,1985-11-22,9999-01-01,Senior Staff
255951,Fusako,Candan,1960-12-14,1985-03-27,9999-01-01,Engineer
255955,Berry,Coney,1960-04-17,1986-07-26,9999-01-01,Engineer
255957,Chinhyun,Siepmann,1961-05-02,1986-01-24,9999-01-01,Senior Engineer
255967,Spyrose,Kleiser,1958-10-09,1988-03-23,9999-01-01,Staff
255977,Avishai,Naumovich,1959-06-20,1985-08-10,9999-01-01,Engineer
255978,Shrikanth,Krybus,1959-11-20,1988-06-24,9999-01-01,Senior Staff
256008,Tran,Eterovic,1963-10-17,1985-08-05,9999-01-01,Senior Staff
256015,Anneli,Zeleznik,1964-05-17,1987-07-01,9999-01-01,Engineer
256020,Ashish,Sluis,1958-01-10,1987-11-17,9999-01-01,Staff
256036,Mark,Spelt,1963-03-26,1988-09-24,9999-01-01,Technique Leader
256039,Adam,Foote,1963-05-29,1985-09-25,9999-01-01,Assistant Engineer
256047,Moriyoshi,Srimani,1963-04-08,1985-03-05,9999-01-01,Staff
256050,Lucian,Cappelletti,1961-09-17,1985-06-02,9999-01-01,Senior Engineer
256060,Cullen,Bratten,1960-07-30,1986-12-02,9999-01-01,Senior Staff
256063,Bilhanan,Smeets,1963-05-05,1986-06-10,9999-01-01,Senior Staff
256070,Pranav,Zuberek,1956-06-15,1988-03-01,9999-01-01,Senior Staff
256091,George,Vitiello,1961-09-12,1987-11-27,9999-01-01,Engineer
256103,Baziley,Waschkowski,1961-12-25,1986-02-27,9999-01-01,Engineer
256110,Rosli,Birrer,1961-12-24,1985-08-08,9999-01-01,Senior Engineer
256112,Shuzo,Lichtman,1960-11-19,1986-07-12,9999-01-01,Engineer
256115,Niranjan,Prochazka,1959-03-01,1987-04-05,9999-01-01,Engineer
256131,Hiroyasu,Beznosov,1962-11-01,1985-04-19,9999-01-01,Technique Leader
256132,Otilia,Cannane,1964-11-05,1985-02-19,9999-01-01,Engineer
256135,Olivera,Molenkamp,1956-04-16,1987-08-04,9999-01-01,Staff
256150,Erez,Nooteboom,1957-03-08,1988-06-07,9999-01-01,Technique Leader
256151,Monique,Cronan,1963-10-28,1986-03-29,9999-01-01,Senior Staff
256156,Tamiya,Wendorf,1957-11-08,1986-09-18,9999-01-01,Engineer
256164,Somnath,Khalid,1957-01-20,1985-08-28,9999-01-01,Staff
256182,Akhilish,Impagliazzo,1958-11-30,1988-08-03,9999-01-01,Senior Staff
256191,Shigeaki,Bade,1956-02-08,1986-01-16,9999-01-01,Engineer
256205,Poornachandra,Eiter,1963-05-14,1985-10-15,9999-01-01,Senior Staff
256207,Ghassan,Yeung,1959-06-04,1987-10-11,9999-01-01,Assistant Engineer
256215,Arlette,Georgatos,1962-04-23,1985-04-19,9999-01-01,Senior Staff
256225,Ramya,Msuda,1964-09-10,1987-10-05,9999-01-01,Senior Engineer
256227,Moni,Papadias,1963-11-13,1985-08-03,9999-01-01,Staff
256229,Yahiko,Lorie,1959-09-02,1987-11-14,9999-01-01,Engineer
256231,Erzsebet,Zallocco,1956-07-09,1988-06-04,9999-01-01,Senior Engineer
256233,Brigham,Grospietsch,1958-08-08,1986-01-09,9999-01-01,Staff
256234,Demin,Rosaz,1957-03-21,1985-03-07,9999-01-01,Staff
256236,Spyrose,Piazza,1962-07-15,1987-05-04,9999-01-01,Assistant Engineer
256249,Marko,Garnick,1956-04-22,1987-07-19,9999-01-01,Senior Staff
256255,Udi,Peek,1961-10-31,1988-03-30,9999-01-01,Senior Staff
256266,Ingmar,Cappelletti,1962-04-21,1988-07-25,9999-01-01,Senior Staff
256278,Shiv,Velasco,1961-09-27,1986-05-19,9999-01-01,Senior Engineer
256282,Billie,Mamelak,1958-01-24,1987-06-29,9999-01-01,Technique Leader
256283,Hideyuki,Kaltofen,1958-10-21,1986-02-28,9999-01-01,Engineer
256294,Marek,Cusworth,1960-10-14,1986-01-26,9999-01-01,Engineer
256295,Parke,Rosaz,1959-09-11,1985-06-04,9999-01-01,Technique Leader
256310,Siddarth,Oberman,1959-03-25,1987-06-17,9999-01-01,Senior Engineer
256311,Luise,Marquardt,1956-05-17,1985-11-27,9999-01-01,Staff
256318,Odysseas,Comellas,1962-09-08,1988-08-18,9999-01-01,Senior Staff
256322,Fumiyo,Claffy,1956-05-27,1987-03-04,9999-01-01,Engineer
256362,Dmitri,Murthy,1961-04-03,1985-03-31,9999-01-01,Staff
256369,Constantine,Ruther,1962-07-27,1987-01-10,9999-01-01,Engineer
